komishinichatti	ኮሚሺኒቸቲ
sadarkaalee	ሰደርካሌ
itti	ኢቲ
aanan	ኣነን
qabataniiru	ቀበተኒሩ
biyyi	ቢዪ
ollaa	ኦላ
sudaan	ሱዳን
ammoo	አሞ
sadarkaa	ሰደርካ
ffaa	ፋ
qabatteetti	ቀበቴቲ
firaans	ፊራንስ
qorannoo	ቆረኖ
gahumsa	ገሁምሰ
loltoota	ሎልቶተ
ishee	ኢሼ
fooyyessu	ፎዬሱ
eegaluufi	ኤገሉፊ
kooriyaan	ኮሪያን
kaabaa	ካባ
misaayilaa	ሚሳይላ
galaana	ገላነ
keessaa	ኬሳ
dhukaafamu	ዱካፈሙ
haaraa	ሃራ
agarsiisaaf	አገርሲሳፍ
dhiyeessite	ዲዬሲቴ
dubartoonni	ዱበርቶኒ
laayibeeriyaa	ላይቤሪያ
miseensa	ሚሴንሰ
waraanaa	ወራና
ta	ተ
uuf	ኡፍ
gahumsa	ገሁምሰ
hin	ሂን
qaban	ቀበን
jedhame	ጄዳሜ
global	ግሎበል
firepower	ፊሬpኦዌር
humna	ሁምነ
waraanaa	ወራና
biyyoota	ቢዮተ
addunyaaf	አዱኛፍ
sadarkaa	ሰደርካ
baasuuf	ባሱፍ
ulaagaawwan	ኡላጋወን
ol	ኦል
fayyadamuu	ፈየደሙ
ibseera	ኢብሴረ
dhaabbatichi	ዳበቲቺ
addunyaa	አዱኛ
guutuutti	ጉቱቲ
biyyoota	ቢዮተ
kan	ከን
qo	ቆ
ate	አቴ
yoo	ዮ
ta	ተ
u	ኡ
addunyaarraa	አዱኛራ
humna	ሁምነ
waraanaa	ወራና
jabaa	ጀባ
qabaachuun	ቀባቹን
sadarkaa	ሰደርካ
tokkoffaarra	ቶኮፋረ
kan	ከን
kaahamte	ካሀምቴ
us	ኡስ
itti	ኢቲ
aansuun	ኣንሱን
raashiyaa	ራሺያ
chaayinaa	ቻይና
hindi	ሂንዲ
jappaan	ጀppኣን
fi	ፊ
kooriyaan	ኮሪያን
kibbaa	ኪባ
walduraa	ወልዱራ
duubaan	ዱባን
sadarkaawwan	ሰደርካወን
hanga	ሀንገ
jahaa	ጀሃ
jiran	ጂረን
qabataniiru	ቀበተኒሩ
gabaasa	ገባሰ
dhaabbata	ዳበተ
kanaa	ከና
keessatti	ኬሰቲ
addunyaarraa	አዱኛራ
masriin	መስሪን
saadarkaa	ሳደርካ
ffaa	ፋ
itoophiyaan	ኢቶጲያን
ffaa	ፋ
sudaan	ሱዳን
ammoo	አሞ
ffaa	ፋ
qabatan	ቀበተን
global	ግሎበል
firepower	ፊሬpኦዌር
gahumsa	ገሁምሰ
waraanaa	ወራና
biyyootaaf	ቢዮታፍ
sadarkaa	ሰደርካ
kan	ከን
baase	ባሴ
lakkoofsa	ለኮፍሰ
humna	ሁምነ
namaa	ነማ
fi	ፊ
gosa	ጎሰ
meeshaa	ሜሻ
waraanaa	ወራና
hidhatanii	ሂዳተኒ
madaala	መዳለ
keessa	ኬሰ
galchuuni	ገልቹኒ
sadarkaa	ሰደርካ
kana	ከነ
baasuuf	ባሱፍ
ulaagaan	ኡላጋን
biroon	ቢሮን
ilaalame	ኢላለሜ
gahumsa	ገሁምሰ
humni	ሁምኒ
waraanaa	ወራና
tokko	ቶኮ
duula	ዱለ
waraana	ወራነ
ofirraa	ኦፊራ
qolachuu	ቆለቹ
ykn	ይክን
haleellaa	ሀሌላ
raawwachuu	ራወቹ
yeroo	ዬሮ
dheeraa	ዴራ
gaafatu	ጋፈቱ
ilaalcha	ኢላልቸ
keessa	ኬሰ
galchuuni	ገልቹኒ
ulaagaalee	ኡላጋሌ
biroon	ቢሮን
ammoo	አሞ
hanga	ሀንገ
maallaqaa	ማላቃ
waraanaaf	ወራናፍ
ramadamu	ረመደሙ
dhiyeessiifi	ዲዬሲፊ
teessuma	ቴሱመ
lafaa	ለፋ
walumatti	ወሉመቲ
ta	ተ
u	ኡ
akka	አከ
ragaa	ረጋ
dhaabbata	ዳበተ
kanaatti	ከናቲ
itoophiyaan	ኢቶጲያን
uummata	ኡመተ
miiliyoona	ሚሊዮነ
qabdu	ቀብዱ
keessaa	ኬሳ
kan	ከን
ta	ተ
u	ኡ
jechuunis	ጄቹኒስ
kan	ከን
ta	ተ
utu	ኡቱ
humna	ሁምነ
waraanaa	ወራና
itoophiyaa	ኢቶጲያ
keessatti	ኬሰቲ
galmaahee	ገልማሄ
argama	አርገመ
humni	ሁምኒ
waraanaa	ወራና
itoophiyaa	ኢቶጲያ
gama	ገመ
hidhannootiin	ሂዳኖቲን
xiyyaarota	ጢያሮተ
waraanaa	ወራና
hilikooptaroota	ሂሊኮpተሮተ
waraanaa	ወራና
taankiiwwan	ታንኪኢወን
konkolaattota	ኮንኮላቶተ
sibiilaa	ሲቢላ
madifiiwwan	መዲፊወን
meeshalee	ሜሸሌ
rookkeettii	ሮኬቲ
dhukaasan	ዱካሰን
fi	ፊ
madifiiwwan	መዲፊወን
xixiqqaa	ጢጢቃ
qabaachuu	ቀባቹ
dhaabbatichi	ዳበቲቺ
eereera	ኤሬረ
global	ግሎበል
firepower	ፊሬpኦዌር
mootummaan	ሞቱማን
itoophiyaa	ኢቶጲያ
humna	ሁምነ
waraanaa	ወራና
isaaf	ኢሳፍ
waggaatti	ወጋቲ
doolaara	ዶላረ
miiliyoona	ሚሊዮነ
ta	ተ
u	ኡ
akka	አከ
ramadus	ረመዱስ
ibseera	ኢብሴረ
gabaasni	ገባስኒ
kun	ኩን
dhugaa	ዱጋ
ta	ተ
uu	ኡ
bbc	ብብጭ
n	ን
ofiin	ኦፊን
wanti	ወንቲ
qulqulleeffate	ቁልቁሌፈቴ
hin	ሂን
jiru	ጂሩ
gama	ገመ
kaaniin	ካኒን
afrikaarraa	አፍሪካራ
tokkoffaa	ቶኮፋ
kan	ከን
taate	ታቴ
masriin	መስሪን
uummata	ኡመተ
qabdu	ቀብዱ
miiliyoona	ሚሊዮነ
ta	ተ
u	ኡ
keessaa	ኬሳ
kuma	ኩመ
kan	ከን
ta	ተ
an	አን
miseensa	ሚሴንሰ
waraana	ወራነ
biyyattiiti	ቢየቲቲ
gama	ገመ
hidhannoon	ሂዳኖን
ammoo	አሞ
xiyyaarota	ጢያሮተ
waraanaa	ወራና
hilikooptaroota	ሂሊኮpተሮተ
waraanaa	ወራና
taankiiwwan	ታንኪኢወን
madifiiwwan	መዲፊወን
gurguddaa	ግርግዳ
konkolaattota	ኮንኮላቶተ
sibiilaa	ሲቢላ
qabdi	ቀብዲ
jedha	ጄዳ
bajatni	በጀትኒ
biyyattiin	ቢየቲን
humna	ሁምነ
waraanaa	ወራና
ishee	ኢሼ
kanaaf	ከናፍ
ramaddu	ረመዱ
ammoo	አሞ
waggaatti	ወጋቲ
doolaara	ዶላረ
biiliyoona	ቢሊዮነ
ta	ተ
a	አ
uummata	ኡመተ
miiliyoona	ሚሊዮነ
ol	ኦል
kan	ከን
qabdu	ቀብዱ
sudaan	ሱዳን
ammoo	አሞ
loltoota	ሎልቶተ
ol	ኦል
qabdi	ቀብዲ
xiyyaarotni	ጢያሮትኒ
waraanaa	ወራና
ishee	ኢሼ
hilikooptaroonni	ሂሊኮpተሮኒ
waraanaa	ወራና
ishee	ኢሼ
ammoo	አሞ
ta	ተ
u	ኡ
jedhama	ጄዳመ
taankiiwwan	ታንኪኢወን
fi	ፊ
konkolaattota	ኮንኮላቶተ
sibiilaa	ሲቢላ
qabdi	ቀብዲ
mootummaan	ሞቱማን
waggaatti	ወጋቲ
bajata	በጀተ
doolaara	ዶላረ
biiliyoona	ቢሊዮነ
humna	ሁምነ
waraanaa	ወራና
kanaaf	ከናፍ
ramada	ረመደ
biyyoota	ቢዮተ
ollaa	ኦላ
itoophiyaa	ኢቶጲያ
keessaa	ኬሳ
keeniyaan	ኬኒያን
sadarkaa	ሰደርካ
ffaa	ፋ
sudaan	ሱዳን
kibbaa	ኪባ
ffaa	ፋ
somaaliyaan	ሶማሊያን
ammoo	አሞ
ffaarratti	ፋረቲ
argamu	አርገሙ
biyyootni	ቢዮትኒ
afrikaa	አፍሪካ
ta	ተ
an	አን
sadarkaa	ሰደርካ
jabina	ጀቢነ
waraanaa	ወራና
dhaabbati	ዳበቲ
kun	ኩን
baase	ባሴ
keessatti	ኬሰቲ
kan	ከን
hin	ሂን
hammatamne	ሀመተምኔ
yoo	ዮ
ta	ተ
u	ኡ
eertiraafi	ኤርቲራፊ
jibuutiin	ጂቡቲን
ni	ኒ
argamu	አርገሙ
itoophiyaan	ኢቶጲያን
gaaddisa	ጋዲሰ
gamtaa	ገምታ
afrikaafi	አፍሪካፊ
mootummoota	ሞቱሞተ
gamtoomanii	ገምቶመኒ
jalatti	ጀለቲ
nagaa	ነጋ
kabachiisuuf	ከበቺሱፍ
afrikaafi	አፍሪካፊ
biyyoota	ቢዮተ
aardii	ኣርዲ
biroo	ቢሮ
keessaatti	ኬሳቲ
loltoota	ሎልቶተ
lakkoofsaan	ለኮፍሳን
hedduu	ሄዱ
gumaachuun	ግማቹን
maqaa	መቃ
gaarii	ጋሪ
qabdi	ቀብዲ
mm	ም
abiy	አቢይ
gara	ገረ
aangootti	ኣንጎቲ
erga	ኤርገ
dhufanii	ዱፈኒ
humni	ሁምኒ
waraanaa	ወራና
itoophiyaa	ኢቶጲያ
leenjiifi	ሌንጂፊ
caaseffamaan	ጫሴፈማን
rifoormiin	ሪፎርሚን
godhamaa	ጎዳማ
akka	አከ
ture	ቱሬ
gabaafamaa	ገባፈማ
ture	ቱሬ
kooriyaan	ኮሪያን
kaabaa	ካባ
misaayila	ሚሳይለ
galaanaarraa	ገላናራ
dhukaafamuu	ዱካፈሙ
danda	ደንደ
u	ኡ
gosa	ጎሰ
haaraa	ሃራ
meeshaa	ሜሻ
waraanaa	ወራና
hunda	ሁንደ
caalaa	ጫላ
hamaa	ሀማ
agarsiisaaf	አገርሲሳፍ
dhiyeessite	ዲዬሲቴ
agarsiisa	አገርሲሰ
waraana	ወራነ
hogganaan	ሆገናን
kooriyaa	ኮሪያ
kaabaa	ካባ
kim	ኪም
joong	ጆንግ
un	ኡን
qindeessuun	ቂንዴሱን
miidiyaa	ሚዲያ
biyyattiin	ቢየቲን
gabaafame	ገባፈሜ
kanarratti	ከነረቲ
misaayiloonni	ሚሳይሎኒ
hedduun	ሄዱን
agarsiisaaf	አገርሲሳፍ
dhiyaataniiru	ዲያተኒሩ
pirezedantiin	pኢሬzኤደንቲን
ameerikaa	አሜሪካ
joo	ጆ
baayidan	ባይደን
sirna	ሲርነ
kakuu	ከኩ
raawwatanii	ራወተኒ
muudamuusaaniif	ሙደሙሳኒፍ
guyyoonni	ግዮኒ
muraasni	ሙራስኒ
wayita	ወይተ
hafettii	ሀፌቲ
argasiifni	አርገሲፍኒ
cimina	ጪሚነ
waraana	ወራነ
biyyattii	ቢየቲ
agarsiisuuf	አገርሲሱፍ
qophaa	ቆጳ
e	ኤ
dhiyaatera	ዲያቴረ
kana	ከነ
malees	መሌስ
yaa	ያ
ii	ኢኢ
siyaasaa	ሲያሳ
tokkorratti	ቶኮረቲ
mr	ምር
kiim	ኪኢም
ameerikaan	አሜሪካን
diina	ዲነ
keenya	ኬኘ
ishee	ኢሼ
guddoodha	ግዶዳ
jechuusaanii	ጄቹሳኒ
hordofee	ሆርዶፌ
agarsiisa	አገርሲሰ
waraanaa	ወራና
dhiyaatedha	ዲያቴዳ
suuraan	ሱራን
miidiyaa	ሚዲያ
biyyatiin	ቢየቲን
mul	ሙል
ise	ኢሴ
akka	አከ
agarsiisutti	አገርሲሱቲ
misaayilooonni	ሚሳይሎኦኒ
gurguddoo	ግርግዶ
gurraachaafi	ግራቻፊ
adii	አዲ
afur	አፉር
namoota	ነሞተ
walitti	ወሊቲ
qabamuun	ቀበሙን
alaabaa	አላባ
mirmirsanitti	ሚርሚርሰኒቲ
agarsiifamaniiru	አገርሲፈመኒሩ
xiinxaltoonni	ጢንጠልቶኒ
akka	አከ
himanitti	ሂመኒቲ
meeshaa	ሜሻ
waraanaa	ወራና
akkasii	አከሲ
biyyattiin	ቢየቲን
duraan	ዱራን
agarsiiftee	አገርሲፍቴ
hin	ሂን
beektu	ቤክቱ
ogeessii	ኦጌሲ
kooriyaa	ኮሪያ
kaabaa	ካባ
ankit	አንኪት
paandaa	pኣንዳ
bara	በረ
haaraatti	ሃራቲ
misaayila	ሚሳይለ
pukguksoong	pኡክግክሶንግ
haaraa	ሃራ
jechuun	ጄቹን
toora	ቶረ
tiwitaraa	ቲዊተራ
gubbaatti	ግባቲ
barreessera	በሬሴረ
mr	ምር
kiim	ኪኢም
koffiyyaa	ኮፊያ
rifeensa	ሪፌንሰ
qabdu	ቀብዱ
keewwatanii	ኬወተኒ
seeqaa	ሴቃ
harka	ሀርከ
raasaa	ራሳ
agarsiisa	አገርሲሰ
waraanaa	ወራና
magaalaa	መጋላ
guddoo	ግዶ
biyyattii	ቢየቲ
piyoongyaang	pኢዮንግያንግ
addababayii	አደበበይኢ
kiim	ኪኢም
sung	ሱንግ
ii	ኢኢ
irratti	ኢረቲ
argamaniiru	አርገመኒሩ
ameerikaan	አሜሪካን
diina	ዲነ
guddoo	ግዶ
koriyaa	ኮሪያ
kaabaati	ካባቲ
kiim	ኪኢም
joong	ጆንግ
un	ኡን
kooriyaan	ኮሪያን
kaabaa	ካባ
covid	ጮvኢድ
irra	ኢረ
aane	ኣኔ
jette	ጄቴ
kim	ኪም
bakka	በከ
hin	ሂን
jirretti	ጂሬቲ
eenyutu	ኤኙቱ
kooriyaa	ኮሪያ
kaabaa	ካባ
hoogganuu	ሆገኑ
mala	መለ
agarsiisa	አገርሲሰ
kanarratti	ከነረቲ
loltoonni	ሎልቶኒ
lafoo	ለፎ
taankoonniifi	ታንኮኒፊ
wandifiin	ወንዲፊን
gurguddaan	ግርግዳን
dhiyaataniiru	ዲያተኒሩ
tajaajilli	ተጃጂሊ
oduu	ኦዱ
biyyattii	ቢየቲ
korean	ኮሬአን
central	ጬንትረል
news	ኔውስ
agency	አጌንጭይ
jedhamutti	ጄዳሙቲ
qondaalli	ቆንዳሊ
biyyattii	ቢየቲ
akkas	አከስ
jedhee	ጄዴ
dubbbate	ዱብበቴ
meeshaan	ሜሻን
waraanaa	ወራና
addunyaarratti	አዱኛረቲ
hunda	ሁንደ
caala	ጫለ
hamaa	ሀማ
ta	ተ
e	ኤ
msiaayiliin	ምሲኣይሊን
galaanaarraa	ገላናራ
dhukaafamuu	ዱካፈሙ
danda	ደንደ
u	ኡ
addabaabayii	አደባበይኢ
kanatti	ከነቲ
dabaree	ደበሬ
dabareen	ደበሬን
seene	ሴኔ
kunis	ኩኒስ
cimina	ጪሚነ
humni	ሁምኒ
waraanaa	ወራና
kan	ከን
mul	ሙል
iseedha	ኢሴዳ
jedhe	ጄዴ
hogganaa	ሆገና
kooriyaa	ኮሪያ
kaabaa	ካባ
kiim	ኪኢም
joong	ጆንግ
un	ኡን
agarsiisa	አገርሲሰ
meeshaa	ሜሻ
waraanaarratti	ወራናረቲ
madda	መደ
suuraa	ሱራ
kcna	ክጭነ
ibsa	ኢብሰ
waa	ዋ
ee	ኤ
suuraa	ሱራ
hogganaa	ሆገና
kooriyaa	ኮሪያ
kaabaa	ካባ
kiim	ኪኢም
joong	ጆንግ
un	ኡን
agarsiisa	አገርሲሰ
meeshaa	ሜሻ
waraanaarratti	ወራናረቲ
biyyattiin	ቢየቲን
misaaliya	ሚሳሊየ
ardilee	አርዲሌ
qaxxaamuru	ቀጣሙሩ
guddicha	ግዲቸ
icbm	ኢጭብም
sagantaa	ሰገንታ
agarsiisa	አገርሲሰ
kamisa	ከሚሰ
gaggeeffameeratti	ገጌፈሜረቲ
mul	ሙል
isuuf	ኢሱፍ
kan	ከን
kaayyeeffame	ካይፈሜ
hin	ሂን
turre	ቱሬ
biyyattiin	ቢየቲን
kana	ከነ
dura	ዱረ
agarsiisa	አገርሲሰ
waraanaa	ወራና
gaggeessiteerratti	ገጌሲቴረቲ
mul	ሙል
ifteetti	ኢፍቴቲ
waan	ዋን
ta	ተ
eef	ኤፍ
meeshaan	ሜሻን
waraanaa	ወራና
kun	ኩን
baaruda	ባሩደ
boombii	ቦምቢ
niwukiraa	ኒዉኪራ
baachuu	ባቹ
kan	ከን
danda	ደንደ
uufi	ኡፊ
kutaalee	ኩታሌ
ameerikaa	አሜሪካ
kamiyyu	ከሚዩ
qaqqabuu	ቀቀቡ
danda	ደንደ
a	አ
jedhamee	ጄዳሜ
yaadama	ያደመ
miseensota	ሚሴንሶተ
paartii	pኣርቲ
biyyattii	ቢየቲ
bulchaa	ቡልቻ
jirutti	ጂሩቲ
torban	ቶርበን
darbe	ደርቤ
kiim	ኪኢም
wayita	ወይተ
haasa	ሃሰ
aan	ኣን
meeshaalee	ሜሻሌ
waraanaa	ወራና
niwukilaaraa	ኒዉኪላራ
kooriyaan	ኮሪያን
kaabaa	ካባ
qabdu	ቀብዱ
babal	በበል
isuu	ኢሱ
akka	አከ
barbaadan	በርባደን
waadaa	ዋዳ
seenan	ሴነን
kana	ከነ
malees	መሌስ
dandeettii	ደንዴቲ
biyyattiin	ቢየቲን
waraanaratti	ወራነረቲ
qabdu	ቀብዱ
misaayilota	ሚሳይሎተ
fageenya	ፈጌኘ
dheeraa	ዴራ
furguggifamaniifi	ፉርግጊፈመኒፊ
galaanaafi	ገላናፊ
lafaarraa	ለፋራ
furguggifaman	ፉርግጊፈመን
guddisuu	ግዲሱ
akka	አከ
barbaadan	በርባደን
himan	ሂመን
kiim	ኪኢም
us	ኡስ
diinaafi	ዲናፊ
gufuu	ግፉ
warraaqsa	ወራቅሰ
keenyaati	ኬኛቲ
jedhanii	ጄዳኒ
waaman	ዋመን
hamiin	ሀሚን
waa	ዋ
ee	ኤ
fayyummaa	ፈዩማ
kim	ኪም
jong	ጆንግ
un	ኡን
akka	አከ
salphaatti	ሰልጳቲ
bira	ቢረ
darbamuu	ደርበሙ
danda	ደንደ
a	አ
eenyutu	ኤኙቱ
isa	ኢሰ
bakka	በከ
bu	ቡ
a	አ
kan	ከን
jedhu	ጄዱ
garuu	ገሩ
gaaffii	ጋፊ
jabduu	ጀብዱ
taatee	ታቴ
jirti	ጂርቲ
erga	ኤርገ
bara	በረ
kooriyaan	ኮሪያን
kaabaa	ካባ
akka	አከ
biyya	ቢየ
of	ኦፍ
dandeesseetti	ደንዴሴቲ
hundaa	ሁንዳ
uun	ኡን
kim	ኪም
il	ኢል
sung	ሱንግ
hoogganuu	ሆገኑ
eegalanii	ኤገለኒ
as	አስ
biyyattiin	ቢየቲን
maatiiwwan	ማቲወን
kim	ኪም
keessaa	ኬሳ
dhiirota	ዲሮተ
qofaan	ቆፋን
bulaa	ቡላ
jirti	ጂርቲ
waa	ዋ
een	ኤን
olaantummaa	ኦላንቱማ
maatii	ማቲ
jarreeniis	ጀሬኒስ
dur	ዱር
durii	ዱሪ
irraa	ኢራ
kaasee	ካሴ
hawaasa	ሀዋሰ
keessatti	ኬሰቲ
hundee	ሁንዴ
jabeeffateera	ጀቤፈቴረ
kiim	ኪኢም
joong	ጆንግ
un	ኡን
jabaa	ጀባ
dhukkubsate	ዱኩብሰቴ
jedhamus	ጄዳሙስ
aanga	ኣንገ
oonni	ኦኦኒ
kooriyaa	ኮሪያ
kibbaa	ኪባ
dhugaa	ዱጋ
miti	ሚቲ
jedhan	ጄዳን
daa	ዳ
imman	ኢመን
osoo	ኦሶ
mana	መነ
barnootaa	በርኖታ
hin	ሂን
seenin	ሴኒን
waa	ዋ
ee	ኤ
bulchaa	ቡልቻ
biyyattii	ቢየቲ
kim	ኪም
jong	ጆንግ
un	ኡን
faarsuu	ፋርሱ
fi	ፊ
saaduu	ሳዱ
barbaadu	በርባዱ
wayituma	ወይቱመ
of	ኦፍ
baran	በረን
hoogganaa	ሆገና
keenya	ኬኘ
kim	ኪም
jong	ጆንግ
un	ኡን
ijaan	ኢጃን
arguu	አርጉ
barbaanna	በርባነ
jedhu	ጄዱ
kanaafuu	ከናፉ
bakka	በከ
maatiin	ማቲን
mallattoo	መላቶ
biyyattii	ቢየቲ
ta	ተ
e	ኤ
kun	ኩን
hin	ሂን
jirretti	ጂሬቲ
eenyutu	ኤኙቱ
biyyattii	ቢየቲ
bulcharee	ቡልቸሬ
beektonni	ቤክቶኒ
yookiin	ዮኪኢን
kutaalen	ኩታሌን
hawaasaa	ሀዋሳ
martuu	መርቱ
akkamiin	አከሚን
aangoo	ኣንጎ
kanaaf	ከናፍ
of	ኦፍ
qopheessu	ቆጴሱ
deebiinsaa	ዴቢንሳ
ammaaf	አማፍ
hin	ሂን
beekamne	ቤከምኔ
yoomiyyuu	ዮሚዩ
kiim	ኪኢም
keessa	ኬሰ
jira	ጂረ
kim	ኪም
il	ኢል
sung	ሱንግ
hundeessaa	ሁንዴሳ
kooriyaa	ኮሪያ
kaabaa	ካባ
fi	ፊ
ilmasaanii	ኢልመሳኒ
jong	ጆንግ
il	ኢል
took	ቶክ
kan	ከን
isaan	ኢሳን
aangoo	ኣንጎ
itti	ኢቲ
dabarsan	ደበርሰን
bara	በረ
madda	መደ
suuraa	ሱራ
xinhua	ጢንሁአ
ibsa	ኢብሰ
waa	ዋ
ee	ኤ
suuraa	ሱራ
kim	ኪም
il	ኢል
sung	ሱንግ
hundeessaa	ሁንዴሳ
kooriyaa	ኮሪያ
kaabaa	ካባ
fi	ፊ
ilmasaanii	ኢልመሳኒ
jong	ጆንግ
il	ኢል
took	ቶክ
kan	ከን
isaan	ኢሳን
aangoo	ኣንጎ
itti	ኢቲ
dabarsan	ደበርሰን
wayita	ወይተ
kim	ኪም
jong	ጆንግ
un	ኡን
aangoo	ኣንጎ
qabachuuf	ቀበቹፍ
jedhu	ጄዱ
jecha	ጄቸ
paektu	pአኤክቱ
bloodline	ብሎድሊኔ
jedhamu	ጄዳሙ
fayyadamuu	ፈየደሙ
eegalan	ኤገለን
kunis	ኩኒስ
aangoonsaanii	ኣንጎንሳኒ
kan	ከን
bara	በረ
baraa	በራ
akka	አከ
ta	ተ
u	ኡ
mirkaneessuuf	ሚርከኔሱፍ
paektu	pአኤክቱ
gaara	ጋረ
kim	ኪም
il	ኢል
sung	ሱንግ
keessa	ኬሰ
riphanii	ሪጵአኒ
diina	ዲነ
haleelaa	ሀሌላ
turaniidha	ቱረኒዳ
jedhama	ጄዳመ
akkasumas	አከሱመስ
iddoo	ኢዶ
ilmisaanii	ኢልሚሳኒ
kim	ኪም
jong	ጆንግ
il	ኢል
itti	ኢቲ
dhalataniidha	ዳለተኒዳ
kanaaf	ከናፍ
jecha	ጄቸ
ammumayyuu	አሙመዩ
wayita	ወይተ
murtee	ሙርቴ
siyaasaa	ሲያሳ
jabaa	ጀባ
dabarsuuf	ደበርሱፍ
jedhan	ጄዳን
kim	ኪም
jong	ጆንግ
un	ኡን
jalqaba	ጀልቀበ
gara	ገረ
gaara	ጋረ
sanaa	ሰና
deemu	ዴሙ
yaadaa	ያዳ
fi	ፊ
xiinsammuu	ጢንሰሙ
lammiilee	ለሚሌ
biyyattii	ቢየቲ
keessatti	ኬሰቲ
jechi	ጄቺ
kim	ኪም
jedhu	ጄዱ
chaappeffamee	ቻppኤፈሜ
jira	ጂረ
kim	ኪም
mallattoo	መላቶ
biyyattiitti	ቢየቲቲ
fakkeeffameera	ፈኬፈሜረ
maatiiwwan	ማቲወን
mootota	ሞቶተ
kooriyaa	ኮሪያ
kabaa	ከባ
maatiiwwan	ማቲወን
kiim	ኪኢም
kanaafuu	ከናፉ
kooriyaan	ኮሪያን
kaabaa	ካባ
nama	ነመ
akkanaatiin	አከናቲን
ala	አለ
eenyuun	ኤኙን
durfamuu	ዱርፈሙ
dandessi	ደንዴሲ
laata	ላተ
umuriinsaanii	ኡሙሪንሳኒ
waggaa	ወጋ
kan	ከን
ta	ተ
e	ኤ
kim	ኪም
jong	ጆንግ
un	ኡን
ijoollee	ኢጆሌ
qabaatanis	ቀባተኒስ
garuu	ገሩ
daa	ዳ
imman	ኢመን
akka	አከ
ta	ተ
antu	አንቱ
himama	ሂመመ
ijoollee	ኢጆሌ
sadi	ሰዲ
hoogganaan	ሆገናን
qabu	ቀቡ
jedhamu	ጄዳሙ
keessaa	ኬሳ
hangafi	ሀንገፊ
umurii	ኡሙሪ
waggaa	ወጋ
kan	ከን
dhumaa	ዱማ
ammoo	አሞ
waggaa	ወጋ
sadi	ሰዲ
kim	ኪም
jong	ጆንግ
un	ኡን
mataansaanii	መታንሳኒ
wayita	ወይተ
aangoo	ኣንጎ
qabatan	ቀበተን
umuriinsaanii	ኡሙሪንሳኒ
waggaa	ወጋ
ture	ቱሬ
haala	ሃለ
kanaan	ከናን
miirri	ሚሪ
gareedhaan	ገሬዳን
hoogganuu	ሆገኑ
kan	ከን
akka	አከ
biyya	ቢየ
veetnaam	vኤትናም
kooriyaa	ኮሪያ
kaabaa	ካባ
keessatti	ኬሰቲ
dhalachuu	ዳለቹ
danda	ደንደ
a	አ
jedhama	ጄዳመ
veetnaam	vኤትናም
keesatti	ኬሰቲ
gareen	ገሬን
biyya	ቢየ
bulchu	ቡልቹ
walitti	ወሊቲ
qindaa	ቂንዳ
ee	ኤ
barsiisa	በርሲሰ
hundeessaa	ሁንዴሳ
biyyattii	ቢየቲ
hordofuun	ሆርዶፉን
dandeettii	ደንዴቲ
bulchiinsa	ቡልቺንሰ
isaa	ኢሳ
gabbifataa	ገቢፈታ
biyya	ቢየ
bulcha	ቡልቸ
garuu	ገሩ
kunis	ኩኒስ
akkaataa	አካታ
qoodiinsa	ቆዲንሰ
aangoorratti	ኣንጎረቲ
atakaaroo	አተካሮ
jabaa	ጀባ
kan	ከን
uumuudha	ኡሙዳ
kiimota	ኪኢሞተ
hafan	ሀፈን
sadan	ሰደን
kim	ኪም
yo	ዮ
jong	ጆንግ
dubartii	ዱበርቲ
hooggansa	ሆገንሰ
olaanaarra	ኦላናረ
jirtu	ጂርቱ
aangoon	ኣንጎን
biyyattii	ቢየቲ
gara	ገረ
isheetti	ኢሼቲ
duufaa	ዱፋ
jiraa	ጂራ
madda	መደ
suuraa	ሱራ
patrick	pአትሪጭክ
semansky	ሴመንስክይ
pool	pኦኦል
getty	ጌትይ
images	ኢመጌስ
ibsa	ኢብሰ
waa	ዋ
ee	ኤ
suuraa	ሱራ
kim	ኪም
yo	ዮ
jong	ጆንግ
dubartii	ዱበርቲ
hooggansa	ሆገንሰ
olaanaarra	ኦላናረ
jirtu	ጂርቱ
aangoon	ኣንጎን
biyyattii	ቢየቲ
gara	ገረ
isheetti	ኢሼቲ
duufaa	ዱፋ
jiraa	ጂራ
siyaasa	ሲያሰ
kooriyaa	ኮሪያ
kaabaa	ካባ
keessatti	ኬሰቲ
olaantummaa	ኦላንቱማ
qabachuu	ቀበቹ
malu	መሉ
jedhamanii	ጄዳመኒ
kan	ከን
eegaman	ኤገመን
maatiiwwan	ማቲወን
kiim	ኪኢም
saditu	ሰዲቱ
jiru	ጂሩ
garuu	ገሩ
ulaagaa	ኡላጋ
maatiidhaan	ማቲዳን
biyyattii	ቢየቲ
hoogganuu	ሆገኑ
hunda	ሁንደ
kan	ከን
guutan	ጉተን
miti	ሚቲ
kan	ከን
duraa	ዱራ
obboleettii	ኦብቦሌቲ
quxisuu	ቁጢሱ
kim	ኪም
jong	ጆንግ
un	ኡን
kan	ከን
taate	ታቴ
kim	ኪም
yo	ዮ
jong	ጆንግ
jedhamti	ጄዳምቲ
xinnummaarraa	ጢኑማራ
kaatee	ካቴ
siyaasa	ሲያሰ
keessatti	ኬሰቲ
qooda	ቆደ
fudhachuuf	ፉዳቹፍ
fehdii	ፌህዲ
agarsiisaa	አገርሲሳ
kan	ከን
turte	ቱርቴ
